Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,1995,1995,1000 Int. $,290276.750922,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,1996,1996,1000 Int. $,296368.404178,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,1997,1997,1000 Int. $,335618.20669,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,1998,1998,1000 Int. $,334709.787418,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,1999,1999,1000 Int. $,396572.80151,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2000,2000,1000 Int. $,487733.605866,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2001,2001,1000 Int. $,302819.11142,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2002,2002,1000 Int. $,362601.388632,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2003,2003,1000 Int. $,356017.886394,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2004,2004,1000 Int. $,414541.571542,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2005,2005,1000 Int. $,359703.15899,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2006,2006,1000 Int. $,364982.817366,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2007,2007,1000 Int. $,471709.394406,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2008,2008,1000 Int. $,475420.88767,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2009,2009,1000 Int. $,517175.18689,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2010,2010,1000 Int. $,540959.447336,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2011,2011,1000 Int. $,566279.73143,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2012,2012,1000 Int. $,566607.912694,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2013,2013,1000 Int. $,520806.749408,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),515,Apples,2014,2014,1000 Int. $,583036.429938,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1961,1961,1000 Int. $,8442.209268,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1962,1962,1000 Int. $,9557.8564,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1963,1963,1000 Int. $,9828.944274,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1964,1964,1000 Int. $,8948.014412,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1965,1965,1000 Int. $,17079.804804,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1966,1966,1000 Int. $,9963.430926,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1967,1967,1000 Int. $,10481.92349,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1968,1968,1000 Int. $,11025.36798,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1969,1969,1000 Int. $,12206.989696,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1970,1970,1000 Int. $,13046.8969,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1971,1971,1000 Int. $,12670.926354,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1972,1972,1000 Int. $,12982.613972,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1973,1973,1000 Int. $,9416.18021,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1974,1974,1000 Int. $,11562.46876,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1975,1975,1000 Int. $,14460.275488,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1976,1976,1000 Int. $,17909.562072,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1977,1977,1000 Int. $,19506.90825,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1978,1978,1000 Int. $,21889.182812,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1979,1979,1000 Int. $,29222.934486,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1980,1980,1000 Int. $,35117.932732,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1981,1981,1000 Int. $,46310.351742,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1982,1982,1000 Int. $,80773.613602,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1983,1983,1000 Int. $,64934.21556,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1984,1984,1000 Int. $,108169.982522,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1985,1985,1000 Int. $,122073.703186,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1986,1986,1000 Int. $,150474.069942,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1987,1987,1000 Int. $,140946.66335,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1988,1988,1000 Int. $,183095.118418,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1989,1989,1000 Int. $,201848.39392,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1990,1990,1000 Int. $,229860.10271,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1991,1991,1000 Int. $,222835.078256,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1992,1992,1000 Int. $,253681.156674,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1993,1993,1000 Int. $,295517.50121,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1994,1994,1000 Int. $,296012.31059,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1995,1995,1000 Int. $,290276.750922,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1996,1996,1000 Int. $,296368.404178,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1997,1997,1000 Int. $,335618.20669,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1998,1998,1000 Int. $,334709.787418,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,1999,1999,1000 Int. $,396572.80151,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2000,2000,1000 Int. $,487733.605866,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2001,2001,1000 Int. $,302819.11142,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2002,2002,1000 Int. $,362601.388632,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2003,2003,1000 Int. $,356017.886394,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2004,2004,1000 Int. $,414541.571542,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2005,2005,1000 Int. $,359703.15899,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2006,2006,1000 Int. $,364982.817366,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2007,2007,1000 Int. $,471709.394406,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2008,2008,1000 Int. $,475420.88767,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2009,2009,1000 Int. $,517175.18689,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2010,2010,1000 Int. $,540959.447336,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2011,2011,1000 Int. $,566279.73143,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2012,2012,1000 Int. $,566607.912694,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2013,2013,1000 Int. $,520806.749408,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),515,Apples,2014,2014,1000 Int. $,583036.429938,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1991,1991,SLC,0.020251,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1992,1992,SLC,0.429621,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1993,1993,SLC,6.80216,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1994,1994,SLC,180.58323,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1995,1995,SLC,271.117335,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1996,1996,SLC,250.878166,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1997,1997,SLC,300.768715,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1998,1998,SLC,333.986414,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,1999,1999,SLC,335.70197,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2000,2000,SLC,419.789916,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2001,2001,SLC,335.81807,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2002,2002,SLC,592.566568,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2003,2003,SLC,615.674207,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2004,2004,SLC,714.960068,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2005,2005,SLC,586.197227,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2006,2006,SLC,623.893695,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2007,2007,SLC,1017.20334,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2008,2008,SLC,1278.152993,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2009,2009,SLC,1396.583585,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2010,2010,SLC,1516.27359,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2011,2011,SLC,1857.534204,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2012,2012,SLC,1916.247666,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2013,2013,SLC,1942.351527,C,Calculated
QV,Value of Agricultural Production,21,Brazil,56,Gross Production Value (current million SLC),515,Apples,2014,2014,SLC,2107.381512,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1961,1961,SLC,14.249741,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1962,1962,SLC,16.132859,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1963,1963,SLC,16.590433,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1964,1964,SLC,15.103497,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1965,1965,SLC,28.829277,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1966,1966,SLC,16.817435,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1967,1967,SLC,17.692607,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1968,1968,SLC,18.609896,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1969,1969,SLC,20.604374,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1970,1970,SLC,22.022067,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1971,1971,SLC,21.38746,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1972,1972,SLC,21.913563,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1973,1973,SLC,15.893722,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1974,1974,SLC,19.516477,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1975,1975,SLC,24.407731,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1976,1976,SLC,30.229837,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1977,1977,SLC,32.926024,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1978,1978,SLC,36.947103,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1979,1979,SLC,49.32586,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1980,1980,SLC,59.276123,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1981,1981,SLC,78.167987,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1982,1982,SLC,136.33908,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1983,1983,SLC,109.603505,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1984,1984,SLC,182.581851,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1985,1985,SLC,206.050164,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1986,1986,SLC,253.9876,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1987,1987,SLC,237.906137,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1988,1988,SLC,309.049191,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1989,1989,SLC,340.703146,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1990,1990,SLC,387.984559,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1991,1991,SLC,376.126908,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1992,1992,SLC,428.192499,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1993,1993,SLC,498.808737,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1994,1994,SLC,499.643934,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1995,1995,SLC,489.96279,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1996,1996,SLC,500.24499,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1997,1997,SLC,566.495362,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1998,1998,SLC,564.962026,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,1999,1999,SLC,669.381601,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2000,2000,SLC,823.253387,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2001,2001,SLC,511.133242,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2002,2002,SLC,612.040708,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2003,2003,SLC,600.928309,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2004,2004,SLC,699.711377,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2005,2005,SLC,607.14874,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2006,2006,SLC,616.06036,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2007,2007,SLC,796.205863,C,Calculated
QV,Value of Agricultural Production,21,Brazil,55,Gross Production Value (constant 2004-2006 million SLC),515,Apples,2008,2008,SLC,802.470552,C,Calculated
